,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1
0,keil_1992,1,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles after the operation.
1,keil_1992,1,2,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors would have sewing needles after the operation.
2,keil_1992,1,3,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.
3,keil_1992,1,4,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.
4,keil_1992,1,5,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","In this scenario, the doctors would have sewing needles."
5,keil_1992,1,6,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.
6,keil_1992,1,7,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.
7,keil_1992,1,8,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles after the operation.
8,keil_1992,1,9,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","After the operation, the doctors had sewing needles."
9,keil_1992,1,10,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles after the operation.
10,keil_1992,1,11,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","After the operation, the doctors had sewing needles."
11,keil_1992,1,12,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.
12,keil_1992,1,13,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles after the operation.
13,keil_1992,1,14,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles after the operation.
14,keil_1992,1,15,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),False,bobbypin_transformed_to_needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles? ,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds",The doctors had sewing needles.
