,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1
0,gelman_wellman_1991,5,1,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,A flower popped out of the ground.
1,gelman_wellman_1991,5,2,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,A flower popped out of the ground.
2,gelman_wellman_1991,5,3,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,A flower.
3,gelman_wellman_1991,5,4,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,It was a flower.
4,gelman_wellman_1991,5,5,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,flower
5,gelman_wellman_1991,5,6,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,"It depends on the type of apple seed that was planted. If it was a seed from a regular apple, then a flower would grow. However, if it was a seed from a crabapple, then an apple tree would grow."
6,gelman_wellman_1991,5,7,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,A flower.
7,gelman_wellman_1991,5,8,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,The seed grew into a flower.
8,gelman_wellman_1991,5,9,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,"In this scenario, it would be a flower that popped up out of the ground."
9,gelman_wellman_1991,5,10,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,appleseed_planted_in_flowerpot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.,a flower
