,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,bloom_prompt_question1_1,bloom_response_question_1_1,categorization_rating
85,waxman_2007,3,1,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
85,waxman_2007,3,2,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
85,waxman_2007,3,3,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
85,waxman_2007,3,4,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
85,waxman_2007,3,5,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
85,waxman_2007,3,6,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
85,waxman_2007,3,7,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
85,waxman_2007,3,8,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
85,waxman_2007,3,9,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
85,waxman_2007,3,10,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon. So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon? I think it is a",raccoon,raccoon
