,Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,bloom_prompt_question1_1,bloom_response_question_1_1,categorization_rating
0,20,rose_nichols_2020,3,1,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a","clock,",clock
1,20,rose_nichols_2020,3,2,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",clock.,clock
2,20,rose_nichols_2020,3,3,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate,hotplate
3,20,rose_nichols_2020,3,4,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",clock.,clock
4,20,rose_nichols_2020,3,5,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate,hotplate
5,20,rose_nichols_2020,3,6,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate,hotplate
6,20,rose_nichols_2020,3,7,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate,hotplate
7,20,rose_nichols_2020,3,8,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",clock.,clock
8,20,rose_nichols_2020,3,9,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",clock.,clock
9,20,rose_nichols_2020,3,10,nature_nurture,DNA,"2*(telos: preserved, changed) x 3 (kind: hotplate, vulture, magnetite) x 2 (fertilized, non-fertilized) ANOVA ",glm(response ~ telos*kind*fertilization),FALSE,hotplate_telo_preserved_fertilized_by_hotplate,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up.",categorization,Is the thing after the special operation a hot plate or clock?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,Suzy and Andy have devised a special machine that works just like fertilization in animals. Two things go into the special machine and a new thing comes out. They place the thing they performed the special procedure on and a hotplate inside the machine.,inheritance,Will the new thing that comes out of the machine be a hotplate or clock?,,There will be higher hotplate ratings on purpose preserved.,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special procedure on a hot plate. They decide to remove its square base, paint the top white, add numbers and hour, minute and second hands. After the special procedure, it looked like a clock. After running some tests, they found that the thing after the special procedure didn’t tell time. Instead, it only heated up. Is the thing after the special operation a hot plate or clock? I think it is a",hot plate,hotplate
