Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,bloom_prompt_question1_1,bloom_response_question_1_1
32,gelman_wellman_1991,2,1,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it","is,"
32,gelman_wellman_1991,2,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it",is.
32,gelman_wellman_1991,2,3,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it","is,"
32,gelman_wellman_1991,2,4,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it","is,"
32,gelman_wellman_1991,2,5,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it",is.
32,gelman_wellman_1991,2,6,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it",is.
32,gelman_wellman_1991,2,7,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it","is,"
32,gelman_wellman_1991,2,8,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it",is.
32,gelman_wellman_1991,2,9,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it","is,"
32,gelman_wellman_1991,2,10,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,turtle_inside_removed,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides? Is it still a turtle? I think it",is.
