,Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,bloom_prompt_question1_1,bloom_response_question_1_1
0,64,keil_1992,1,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",goat.
1,64,keil_1992,1,2,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",goat because
2,64,keil_1992,1,3,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",goat.
3,64,keil_1992,1,4,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",goat.
4,64,keil_1992,1,5,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",goat.
5,64,keil_1992,1,6,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",sheep.
6,64,keil_1992,1,7,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",goat.
7,64,keil_1992,1,8,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",sheep.
8,64,keil_1992,1,9,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",goat.
9,64,keil_1992,1,10,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",goat.
10,64,keil_1992,1,11,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),True,sheep_transformed_to_goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds","A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat. Is this animal now a sheep or a goat? I think it was a",goat.
