Unnamed: 0,paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_1_2,gpt3_response_question_1_3,gpt3_response_question_1_4,gpt3_response_question_1_5,gpt3_response_question_1_6,categorization_rating
0,waxman_2007,2,1,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.",The baby is now an adult seagull.,The adult seagull will eat fish like the other seagulls.,"After it lays its eggs, the adult seagull will sit on the eggs but turn them over every hour like the other seagulls.",The adult seagull will be white and gray like the other seagulls.,The adult seagull will have a yellow omentum inside it like the other seagulls.,The baby ate with animals that looked like seagulls.,seagull
1,waxman_2007,2,2,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.",The adult is a seagull.,The adult will eat little fish like a seagull.,"After it lays its eggs, the adult will sit on the eggs and turn them over every hour like a seagull.","When the baby is all grown up, it will be white and gray like a seagull.","When the baby is all grown up, it will have a yellow omentum inside it like a seagull.","The baby grew up eating with seagulls, so it would have eaten with animals that looked like seagulls.",seagull
2,waxman_2007,2,3,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.",The baby is a seagull.,The baby will eat little fish like a seagull.,"After it lays its eggs, the baby will sit on the eggs and turn them over every hour like a seagull.",The baby will be white and gray like a seagull.,The baby will have a yellow omentum inside it like a seagull.,The baby ate with animals that looked like a seagull.,seagull
3,waxman_2007,2,4,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.",The baby is a seagull.,The baby will eat little fish like a seagull.,"After it lays its eggs, the baby will sit on the eggs and turn them over every hour like a seagull.",The baby will be white and gray like a seagull.,The baby will have a yellow omentum inside it like a seagull.,"The baby grew up with seagulls and never saw another cardinal again, so it likely ate with animals that looked like seagulls.",seagull
4,waxman_2007,2,5,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","The baby is now an adult seagull. The seagulls took care of the baby the whole time that the baby was growing up, so the baby never saw another cardinal again.",The adult seagull will eat little fish like a seagull.,The adult seagull will sit on the eggs but turn them over every hour like a seagull.,The adult seagull will be white and gray like a seagull.,The adult seagull will have a yellow omentum inside it like a seagull.,The baby ate with animals that looked like seagulls.,seagull
5,waxman_2007,2,6,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.","This is a difficult question to answer, as it depends on how you define ""animal."" If we consider animals to be defined by their species, then the adult would be a seagull, as that is the species it was raised as. However, if we consider animals to be defined by their parents, then the adult would be a cardinal, as that is the species of its mother.","This is another difficult question to answer. It is likely that the adult will eat both seeds and fish, as that is what it has grown up around and is familiar with.","This is another difficult question to answer. It is likely that the adult will sit on the eggs and turn them over every hour, as that is what it has grown up around and is familiar with.","This is another difficult question to answer. It is likely that the adult will be white and gray, as that is what it has grown up around and is familiar with.","This is another difficult question to answer. It is likely that the adult will have a yellow omentum inside it, as that is what it has grown up around and is familiar with.","It is likely that the baby ate with animals that looked like a seagull, as that is what it grew up around and is familiar with.",seagull
6,waxman_2007,2,7,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.",The baby is now an adult seagull.,The adult seagull will eat both seeds and little fish.,The adult seagull will turn over the eggs every hour like a seagull.,The adult seagull will be white and gray like a seagull.,The adult seagull will have a yellow omentum inside it like a seagull.,The baby seagull grew up eating with other seagulls.,seagull
7,waxman_2007,2,8,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.",It is a seagull.,It will eat little fish like a seagull.,It will sit on the eggs but turn them over every hour like a seagull.,It will be white and gray like a seagull.,It will have a yellow omentum inside it like a seagull.,The baby grew up eating with animals that looked like seagulls.,seagull
8,waxman_2007,2,9,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.",The baby is a seagull.,The baby will eat little fish like a seagull.,The baby will sit on the eggs and keep very very still like a cardinal.,The baby will be white and gray like a seagull.,The baby will have a yellow omentum inside it like a seagull.,"When the baby was growing up, it ate with animals that looked like a seagull.",seagull
9,waxman_2007,2,10,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),True,cardinal_raised_by_seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood.",The baby is now an adult seagull.,The adult seagull will eat little fish like a seagull.,The adult seagull will sit on the eggs and turn them over every hour like a seagull.,The adult seagull will be white and gray like a seagull.,The adult seagull will have a yellow omentum inside it like a seagull.,The baby ate with animals that looked like a seagull.,seagull
